ID	Name	Sex	Team	NOC	Sport	Age	Height	Weight	Event
23896	Vanessa Crone	F	Canada-2	CAN	Figure Skating	19	160	53	Figure Skating Mixed Ice Dancing
22911	Penny Jane Coomes	F	Great Britain-2	GBR	Figure Skating	20	152	43	Figure Skating Mixed Ice Dancing
22775	Samuel Contesti	M	Italy	ITA	Figure Skating	26	181	66	Figure Skating Men's Singles
21346	Mateusz Chruciski	M	Poland	POL	Figure Skating	22	178	77	Figure Skating Mixed Pairs
20815	Vaughn Chipeur	M	Canada	CAN	Figure Skating	25	170	64	Figure Skating Men's Singles
19695	Patrick Lewis Chan	M	Canada	CAN	Figure Skating	19	168	67	Figure Skating Men's Singles
18073	Anna Cappellini	F	Italy-2	ITA	Figure Skating	22	161	52	Figure Skating Mixed Ice Dancing
16094	Nicholas Frederick "Nick" Buckland	M	Great Britain-2	GBR	Figure Skating	20	182	76	Figure Skating Mixed Ice Dancing
15021	Michal Bezina	M	Czech Republic	CZE	Figure Skating	19	173	65	Figure Skating Men's Singles
14148	Fabian Bourzat	M	France-2	FRA	Figure Skating	29	180	74	Figure Skating Mixed Ice Dancing
13584	Artyom Igorevich Borodulin	M	Russia	RUS	Figure Skating	20	177	68	Figure Skating Men's Singles
13198	Yannick Bonheur	M	France	FRA	Figure Skating	27	183	82	Figure Skating Mixed Pairs
12494	Yekaterina Aleksandrovna Bobrova	F	Russia-3	RUS	Figure Skating	19	160	49	Figure Skating Mixed Ice Dancing
9561	Tanith Jessica Louise Belbin	F	United States-2	USA	Figure Skating	25	167	52	Figure Skating Mixed Ice Dancing
9441	William Beier	M	Germany	GER	Figure Skating	27	172	64	Figure Skating Mixed Ice Dancing
9437	Christina Beier	F	Germany	GER	Figure Skating	25	170	53	Figure Skating Mixed Ice Dancing
8960	Vera Yevgenyevna Bazarova	F	Russia-3	RUS	Figure Skating	17	158	46	Figure Skating Mixed Pairs
8553	Evan Bates	M	United States-3	USA	Figure Skating	20	188	81	Figure Skating Mixed Ice Dancing
8099	Jeremy Barrett	M	United States-2	USA	Figure Skating	25	175	75	Figure Skating Mixed Pairs
6498	Paolo Luca Bacchini	M	Italy	ITA	Figure Skating	24	168	64	Figure Skating Men's Singles
5451	Mao Asada	F	Japan	JPN	Figure Skating	19	163	50	Figure Skating Women's Singles
4016	Miki Ando	F	Japan	JPN	Figure Skating	22	162	50	Figure Skating Women's Singles
3486	Florent Amodio	M	France	FRA	Figure Skating	19	164	56	Figure Skating Men's Singles
1188	Benjamin Alexandro "Ben" Agosto	M	United States-2	USA	Figure Skating	28	178	75	Figure Skating Mixed Ice Dancing
145	Jeremy Abbott	M	United States	USA	Figure Skating	24	175	70	Figure Skating Men's Singles
133942	Thomas Zangerl	M	Austria	AUT	Freestyle Skiing	26	181	81	Freestyle Skiing Men's Ski Cross
133625	Heidi Zacher	F	Germany	GER	Freestyle Skiing	21	167	59	Freestyle Skiing Women's Ski Cross
132076	Xu Mengtao	F	China	CHN	Freestyle Skiing	19	165	59	Freestyle Skiing Women's Aerials
131607	Anna Wrner	F	Germany	GER	Freestyle Skiing	20	176	76	Freestyle Skiing Women's Ski Cross
131178	Markus Wittner	M	Austria	AUT	Freestyle Skiing	36	174	84	Freestyle Skiing Men's Ski Cross
130799	Bryon Wilson	M	United States	USA	Freestyle Skiing	21	178	73	Freestyle Skiing Men's Moguls
127201	Olha Volodymyrivna Volkova	F	Ukraine	UKR	Freestyle Skiing	23	160	52	Freestyle Skiing Women's Aerials
127194	Sergey Valeryevich Volkov	M	Russia	RUS	Freestyle Skiing	22	178	83	Freestyle Skiing Men's Moguls
127187	Andrey Valeryevich Volkov	M	Russia	RUS	Freestyle Skiing	23	173	72	Freestyle Skiing Men's Moguls
123733	Tereza Vaculkov	F	Czech Republic	CZE	Freestyle Skiing	17	163	58	Freestyle Skiing Women's Moguls
123731	Luk Vaculk	M	Czech Republic	CZE	Freestyle Skiing	23	169	64	Freestyle Skiing Men's Moguls
123274	Renato Ulrich	M	Switzerland	SUI	Freestyle Skiing	26	178	72	Freestyle Skiing Men's Aerials
123125	Aiko Uemura	F	Japan	JPN	Freestyle Skiing	30	156	51	Freestyle Skiing Women's Moguls
122408	Alla Petrovna Tsuper	F	Belarus	BLR	Freestyle Skiing	30	153	53	Freestyle Skiing Women's Aerials
122401	Yugo Tsukita	M	Japan	JPN	Freestyle Skiing	33	172	68	Freestyle Skiing Men's Moguls
118063	Hiroomi Takizawa	M	Japan	JPN	Freestyle Skiing	36	177	86	Freestyle Skiing Men's Ski Cross
116178	rka Sudov	F	Czech Republic	CZE	Freestyle Skiing	24	160	46	Freestyle Skiing Women's Moguls
116177	Nikola Sudov	F	Czech Republic	CZE	Freestyle Skiing	27	162	56	Freestyle Skiing Women's Moguls
115444	Yekaterina Andreyevna Stolyarova	F	Russia	RUS	Freestyle Skiing	21	176	55	Freestyle Skiing Women's Moguls
115206	Simon-Raphael Stickl	M	Germany	GER	Freestyle Skiing	22	180	83	Freestyle Skiing Men's Ski Cross
114702	Franziska Steffen	F	Switzerland	SUI	Freestyle Skiing	28	165	66	Freestyle Skiing Women's Ski Cross
114102	Ryan St. Onge	M	United States	USA	Freestyle Skiing	27	175	75	Freestyle Skiing Men's Aerials
113819	Per Axel Hkan Spett	M	Sweden	SWE	Freestyle Skiing	24	168	74	Freestyle Skiing Men's Moguls
113642	Richard Spalinger	M	Switzerland	SUI	Freestyle Skiing	34	178	90	Freestyle Skiing Men's Ski Cross
112516	Aleksandr Aleksandrovich Smyshlyayev	M	Russia	RUS	Freestyle Skiing	22	170	74	Freestyle Skiing Men's Moguls
112250	Fanny Smith	F	Switzerland	SUI	Freestyle Skiing	17	166	58	Freestyle Skiing Women's Ski Cross
111966	Timofey Vitalyevich Slivets	M	Belarus	BLR	Freestyle Skiing	25	184	79	Freestyle Skiing Men's Aerials
111965	Assol Vitalyevna Slivets	F	Belarus	BLR	Freestyle Skiing	27	168	64	Freestyle Skiing Women's Aerials
110004	Warren Shouldice	M	Canada	CAN	Freestyle Skiing	26	177	68	Freestyle Skiing Men's Aerials
108924	Kelsey Serwa	F	Canada	CAN	Freestyle Skiing	20	168	62	Freestyle Skiing Women's Ski Cross
108853	Darya Yevgenyevna Serova	F	Russia	RUS	Freestyle Skiing	27	160	55	Freestyle Skiing Women's Moguls
108695	Seo Jeong-Hwa	F	South Korea	KOR	Freestyle Skiing	19	163	50	Freestyle Skiing Women's Moguls
107321	Lacy Schnoor	F	United States	USA	Freestyle Skiing	24	157	52	Freestyle Skiing Women's Aerials
107048	Michael "Mike" Schmid	M	Switzerland	SUI	Freestyle Skiing	25	193	96	Freestyle Skiing Men's Ski Cross
106607	Tanja Schrer	F	Switzerland	SUI	Freestyle Skiing	20	167	59	Freestyle Skiing Women's Aerials
106450	Deborah Scanzio	F	Italy	ITA	Freestyle Skiing	23	170	65	Freestyle Skiing Women's Moguls
106170	Sarah Ann Sauvey	F	Great Britain	GBR	Freestyle Skiing	26	169	61	Freestyle Skiing Women's Ski Cross
106062	Tae Satoya	F	Japan	JPN	Freestyle Skiing	33	166	55	Freestyle Skiing Women's Moguls
104213	Zdenk af	M	Czech Republic	CZE	Freestyle Skiing	31	175	80	Freestyle Skiing Men's Ski Cross
103825	Darya Vladimirovna Rybalova	F	Kazakhstan	KAZ	Freestyle Skiing	21	162	57	Freestyle Skiing Women's Moguls
102979	Pierre-Alexandre Rousseau	M	Canada	CAN	Freestyle Skiing	30	174	68	Freestyle Skiing Men's Moguls
102411	Mikko Tapani Ronkainen	M	Finland	FIN	Freestyle Skiing	31	166	64	Freestyle Skiing Men's Moguls
101652	Yuliya Sergeyevna Rodionova	F	Kazakhstan	KAZ	Freestyle Skiing	20	176	59	Freestyle Skiing Women's Moguls
101314	Nathan "Nate" Roberts	M	United States	USA	Freestyle Skiing	27	178	75	Freestyle Skiing Men's Moguls
101225	Michelle Roark	F	United States	USA	Freestyle Skiing	35	152	48	Freestyle Skiing Women's Moguls
100738	Karolina Riemen	F	Poland	POL	Freestyle Skiing	21	176	71	Freestyle Skiing Women's Ski Cross
100496	Kristi Richards	F	Canada	CAN	Freestyle Skiing	28	157	57	Freestyle Skiing Women's Moguls
100236	Dmitry Aleksandrovich Reykherd	M	Kazakhstan	KAZ	Freestyle Skiing	21	176	65	Freestyle Skiing Men's Moguls
99872	Anders Rekdal	M	Norway	NOR	Freestyle Skiing	23	183	NA	Freestyle Skiing Men's Ski Cross
98496	Regina Zafarovna Rakhimova	F	Russia	RUS	Freestyle Skiing	20	160	57	Freestyle Skiing Women's Moguls
98352	Daron Louis Rahlves	M	United States	USA	Freestyle Skiing	36	175	84	Freestyle Skiing Men's Ski Cross
97750	Qi Guangpu	M	China	CHN	Freestyle Skiing	19	170	65	Freestyle Skiing Men's Aerials
97396	Paul "Casey" Puckett	M	United States	USA	Freestyle Skiing	37	178	93	Freestyle Skiing Men's Ski Cross
95853	Olha Yurivna Poliuk	F	Ukraine	UKR	Freestyle Skiing	22	161	55	Freestyle Skiing Women's Aerials
95802	Danielle Poleschuk	F	Canada	CAN	Freestyle Skiing	24	165	65	Freestyle Skiing Women's Ski Cross
94582	Ted Piccard	M	France	FRA	Freestyle Skiing	31	173	77	Freestyle Skiing Men's Ski Cross
93923	Jeret Peterson	M	United States	USA	Freestyle Skiing	28	175	80	Freestyle Skiing Men's Aerials
90281	Kai Ozaki	M	Japan	JPN	Freestyle Skiing	22	166	62	Freestyle Skiing Men's Moguls
90225	Jenny Owens	F	Australia	AUS	Freestyle Skiing	31	168	65	Freestyle Skiing Women's Ski Cross
89076	Steve Omischl	M	Canada	CAN	Freestyle Skiing	31	177	65	Freestyle Skiing Men's Aerials
88110	Katrin Ofner	F	Austria	AUT	Freestyle Skiing	19	170	63	Freestyle Skiing Women's Ski Cross
87936	Pierre Ochs	M	France	FRA	Freestyle Skiing	25	171	72	Freestyle Skiing Men's Moguls
86540	Kyle Nissen	M	Canada	CAN	Freestyle Skiing	30	177	77	Freestyle Skiing Men's Aerials
86487	Noboyuki Nishi	M	Japan	JPN	Freestyle Skiing	24	164	68	Freestyle Skiing Men's Moguls
85419	Conradign Netzer	M	Switzerland	SUI	Freestyle Skiing	29	182	88	Freestyle Skiing Men's Ski Cross
85014	Ruxandr Nedelcu	F	Romania	ROU	Freestyle Skiing	25	161	47	Freestyle Skiing Women's Ski Cross
83586	Julia Murray	F	Canada	CAN	Freestyle Skiing	21	168	62	Freestyle Skiing Women's Ski Cross
83440	Arisa Murata	F	Japan	JPN	Freestyle Skiing	19	150	46	Freestyle Skiing Women's Moguls
83349	Bree Munro	F	Australia	AUS	Freestyle Skiing	28	162	62	Freestyle Skiing Women's Aerials
83100	Katrin Mller	F	Switzerland	SUI	Freestyle Skiing	20	168	64	Freestyle Skiing Women's Ski Cross
82313	Michael Morse	M	United States	USA	Freestyle Skiing	28	172	75	Freestyle Skiing Men's Moguls
82243	David John Morris	M	Australia	AUS	Freestyle Skiing	25	171	67	Freestyle Skiing Men's Aerials
79303	Sylvain Miaillier	M	France	FRA	Freestyle Skiing	23	178	78	Freestyle Skiing Men's Ski Cross
77943	Heather McPhie	F	United States	USA	Freestyle Skiing	25	157	56	Freestyle Skiing Women's Moguls
77649	Ashleigh McIvor (-DeMerit)	F	Canada	CAN	Freestyle Skiing	26	178	66	Freestyle Skiing Women's Ski Cross
76633	Andreas Matt	M	Austria	AUT	Freestyle Skiing	27	192	100	Freestyle Skiing Men's Ski Cross
75987	Dmitry Vladimirovich Marushchak	M	Russia	RUS	Freestyle Skiing	29	164	62	Freestyle Skiing Men's Aerials
75343	Vincent Marquis	M	Canada	CAN	Freestyle Skiing	25	175	72	Freestyle Skiing Men's Moguls
74729	Margarita Marbler (Olejnikova-)	F	Austria	AUT	Freestyle Skiing	34	157	50	Freestyle Skiing Women's Moguls
74444	Julia Manhard	F	Germany	GER	Freestyle Skiing	22	163	60	Freestyle Skiing Women's Ski Cross
72530	Tapio Petteri Luusua	M	Finland	FIN	Freestyle Skiing	28	185	83	Freestyle Skiing Men's Moguls
72081	Sanna Ldi	F	Switzerland	SUI	Freestyle Skiing	23	173	63	Freestyle Skiing Women's Ski Cross
70750	Yuliya Anatolyevna Livinskaya	F	Russia	RUS	Freestyle Skiing	19	163	53	Freestyle Skiing Women's Ski Cross
70708	Liu Zhongqing	M	China	CHN	Freestyle Skiing	24	175	72	Freestyle Skiing Men's Aerials
70261	Jana Lindsey	F	United States	USA	Freestyle Skiing	25	170	64	Freestyle Skiing Women's Aerials
69935	Andrea Limbacher	F	Austria	AUT	Freestyle Skiing	20	163	59	Freestyle Skiing Women's Ski Cross
69458	Li Nina	F	China	CHN	Freestyle Skiing	27	160	52	Freestyle Skiing Women's Aerials
69190	Lars Gustav Lewn	M	Sweden	SWE	Freestyle Skiing	34	174	90	Freestyle Skiing Men's Ski Cross
69058	Evelyne Leu	F	Switzerland	SUI	Freestyle Skiing	33	167	62	Freestyle Skiing Women's Aerials
66163	Thomas Lambert	M	Switzerland	SUI	Freestyle Skiing	25	182	75	Freestyle Skiing Men's Aerials
65236	Anton Sergeyevich Kushnir	M	Belarus	BLR	Freestyle Skiing	25	176	71	Freestyle Skiing Men's Aerials
64718	Xavier Kuhn	M	France	FRA	Freestyle Skiing	31	178	84	Freestyle Skiing Men's Ski Cross
63887	Stanislav Mykhailovych Kravchuk	M	Ukraine	UKR	Freestyle Skiing	31	182	78	Freestyle Skiing Men's Aerials
63836	Tom Kraus	M	Czech Republic	CZE	Freestyle Skiing	35	183	86	Freestyle Skiing Men's Ski Cross
63536	Elleanor Georgia N. "Ellie" Koyander	F	Great Britain	GBR	Freestyle Skiing	18	165	66	Freestyle Skiing Women's Moguls
62883	Yegor Vadimovich Korotkov	M	Russia	RUS	Freestyle Skiing	23	180	77	Freestyle Skiing Men's Ski Cross
62521	Martina Konopov	F	Czech Republic	CZE	Freestyle Skiing	23	167	65	Freestyle Skiing Women's Aerials
62228	Patrick Koller	M	Austria	AUT	Freestyle Skiing	26	192	98	Freestyle Skiing Men's Ski Cross
61469	Scott Kneller	M	Australia	AUS	Freestyle Skiing	20	181	90	Freestyle Skiing Men's Ski Cross
60644	Arttu Mikael Kiramo	M	Finland	FIN	Freestyle Skiing	19	173	72	Freestyle Skiing Men's Moguls
58841	Errol Kerr	M	Jamaica	JAM	Freestyle Skiing	23	175	95	Freestyle Skiing Men's Ski Cross
58326	Hannah Angela Kearney	F	United States	USA	Freestyle Skiing	23	168	69	Freestyle Skiing Women's Moguls
55991	Marion Josserand	F	France	FRA	Freestyle Skiing	23	162	56	Freestyle Skiing Women's Ski Cross
54771	Jia Zongyang	M	China	CHN	Freestyle Skiing	18	175	70	Freestyle Skiing Men's Aerials
54391	Julie Brendengen Jensen	F	Norway	NOR	Freestyle Skiing	19	164	NA	Freestyle Skiing Women's Ski Cross
52684	Miki Ito	F	Japan	JPN	Freestyle Skiing	22	162	53	Freestyle Skiing Women's Moguls
52620	Andreas Isoz	M	Switzerland	SUI	Freestyle Skiing	25	178	75	Freestyle Skiing Men's Aerials
51869	Anna Magdalena Iljans (Jonsson-)	F	Sweden	SWE	Freestyle Skiing	40	171	70	Freestyle Skiing Women's Ski Cross
51868	Karl Erik Gunnar Iljans (Andersson-)	M	Sweden	SWE	Freestyle Skiing	40	176	93	Freestyle Skiing Men's Ski Cross
51648	Lydia Ierodiaconou-Lassila	F	Australia	AUS	Freestyle Skiing	28	157	54	Freestyle Skiing Women's Aerials
51303	Karin Huttary	F	Austria	AUT	Freestyle Skiing	32	164	62	Freestyle Skiing Women's Ski Cross
49515	Anna Ida Holmlund	F	Sweden	SWE	Freestyle Skiing	22	183	76	Freestyle Skiing Women's Ski Cross
49091	Beni Hofer	M	Switzerland	SUI	Freestyle Skiing	31	176	83	Freestyle Skiing Men's Ski Cross
47229	Jennifer Heil	F	Canada	CAN	Freestyle Skiing	26	162	56.5	Freestyle Skiing Women's Moguls
46837	Stanley Hayer	M	Canada	CAN	Freestyle Skiing	36	193	100	Freestyle Skiing Men's Ski Cross
46649	Juha Haukkala	M	Finland	FIN	Freestyle Skiing	31	189	108	Freestyle Skiing Men's Ski Cross
45491	Han Xiaopeng	M	China	CHN	Freestyle Skiing	26	173	75	Freestyle Skiing Men's Aerials
44554	Christian Hchler	M	Switzerland	SUI	Freestyle Skiing	26	188	79	Freestyle Skiing Men's Aerials
44143	Katharina Anna "Katrin" Gutensohn (-Knopf-)	F	Austria	AUT	Freestyle Skiing	43	171	58	Freestyle Skiing Women's Ski Cross
43983	Guo Xinxin	F	China	CHN	Freestyle Skiing	26	157	60	Freestyle Skiing Women's Aerials
43397	Audun Grnvold	M	Norway	NOR	Freestyle Skiing	33	186	88	Freestyle Skiing Men's Ski Cross
43026	Aleksey Gennadyevich Grishin	M	Belarus	BLR	Freestyle Skiing	30	170	70	Freestyle Skiing Men's Aerials
42748	Michelle "Mitchey" Greig	F	New Zealand	NZL	Freestyle Skiing	21	174	70	Freestyle Skiing Women's Ski Cross
40649	Marte Hie Gjefsen	F	Norway	NOR	Freestyle Skiing	20	169	NA	Freestyle Skiing Women's Ski Cross
40442	Maxime Gingras	M	Canada	CAN	Freestyle Skiing	25	180	77	Freestyle Skiing Men's Moguls
39575	Chlo Georges	F	France	FRA	Freestyle Skiing	29	164	57	Freestyle Skiing Women's Ski Cross
39483	Gro Kvinlog Genlid	F	Norway	NOR	Freestyle Skiing	33	170	65	Freestyle Skiing Women's Ski Cross
39130	Enak Gavaggio	M	France	FRA	Freestyle Skiing	33	173	80	Freestyle Skiing Men's Ski Cross
38765	Elizabeth "Liz" Gardner	F	Australia	AUS	Freestyle Skiing	29	157	55	Freestyle Skiing Women's Aerials
38201	Yuliya Yevgenyevna Galysheva	F	Kazakhstan	KAZ	Freestyle Skiing	17	167	60	Freestyle Skiing Women's Moguls
37582	Noriko Fukushima	F	Japan	JPN	Freestyle Skiing	30	160	54	Freestyle Skiing Women's Ski Cross
36329	Michael Olof Forslund	M	Sweden	SWE	Freestyle Skiing	23	183	88	Freestyle Skiing Men's Ski Cross
35853	Filip Flisar	M	Slovenia	SLO	Freestyle Skiing	22	181	95	Freestyle Skiing Men's Ski Cross
35682	Sophie Amalie Norden Fjellvang-Slling	F	Denmark	DEN	Freestyle Skiing	28	167	68	Freestyle Skiing Women's Ski Cross
35128	Martin Fiala	M	Germany	GER	Freestyle Skiing	42	190	99	Freestyle Skiing Men's Ski Cross
34058	Saa Fari	F	Slovenia	SLO	Freestyle Skiing	25	159	60	Freestyle Skiing Women's Ski Cross
32569	Sho Endo	M	Japan	JPN	Freestyle Skiing	19	178	70	Freestyle Skiing Men's Moguls
32279	Tommy Per Henry Eliasson (-Winter)	M	Sweden	SWE	Freestyle Skiing	29	179	90	Freestyle Skiing Men's Ski Cross
30453	Chlo Dufour-Lapointe	F	Canada	CAN	Freestyle Skiing	18	165	61	Freestyle Skiing Women's Moguls
29172	Denis Nikolayevich Dolgodvorov	M	Russia	RUS	Freestyle Skiing	27	178	75	Freestyle Skiing Men's Moguls
28385	Nadiya Viktorivna Didenko	F	Ukraine	UKR	Freestyle Skiing	23	168	65	Freestyle Skiing Women's Aerials
27667	Matt Depeters	M	United States	USA	Freestyle Skiing	22	172	70	Freestyle Skiing Men's Aerials
27556	Patrick Deneen	M	United States	USA	Freestyle Skiing	22	170	82	Freestyle Skiing Men's Moguls
27292	Roco Carla Delgado Gmez	F	Spain	ESP	Freestyle Skiing	32	164	61	Freestyle Skiing Women's Ski Cross
27097	Christopher Del Bosco	M	Canada	CAN	Freestyle Skiing	27	185	96	Freestyle Skiing Men's Ski Cross
25573	Ophlie David (Rcz-)	F	France	FRA	Freestyle Skiing	33	172	62	Freestyle Skiing Women's Ski Cross
25444	Dmitry Vladimirovich Dashchinsky	M	Belarus	BLR	Freestyle Skiing	32	170	68	Freestyle Skiing Men's Aerials
23746	Katya Crema	F	Australia	AUS	Freestyle Skiing	21	174	64	Freestyle Skiing Women's Ski Cross
23578	Britteny Cox	F	Australia	AUS	Freestyle Skiing	15	163	59	Freestyle Skiing Women's Moguls
22951	Ramone Cooper	M	Australia	AUS	Freestyle Skiing	21	177	78	Freestyle Skiing Men's Moguls
22939	Jacqueline "Jacqui" Cooper	F	Australia	AUS	Freestyle Skiing	37	176	65	Freestyle Skiing Women's Aerials
22848	Emily Cook	F	United States	USA	Freestyle Skiing	30	160	52	Freestyle Skiing Women's Aerials
22310	Guilbaut Colas	M	France	FRA	Freestyle Skiing	26	176	73	Freestyle Skiing Men's Moguls
20453	Marina Yevgenyevna Cherkasova	F	Russia	RUS	Freestyle Skiing	37	164	62	Freestyle Skiing Women's Moguls
20378	Cheng Shuang	F	China	CHN	Freestyle Skiing	23	162	46	Freestyle Skiing Women's Aerials
17412	Ashley Caldwell	F	United States	USA	Freestyle Skiing	16	170	66	Freestyle Skiing Women's Aerials
16588	Arnaud Burille	M	France	FRA	Freestyle Skiing	21	180	68	Freestyle Skiing Men's Moguls
11928	Bo Jesper Bjrnlund	M	Sweden	SWE	Freestyle Skiing	24	197	80	Freestyle Skiing Men's Moguls
11537	Alexandre "Alex" Bilodeau	M	Canada	CAN	Freestyle Skiing	22	173	76	Freestyle Skiing Men's Moguls
10766	Hedda Helene Berntsen	F	Norway	NOR	Freestyle Skiing	33	167	62	Freestyle Skiing Women's Ski Cross
10144	Anthony Benna	M	France	FRA	Freestyle Skiing	22	172	76	Freestyle Skiing Men's Moguls
9371	Dale Begg-Smith	M	Australia	AUS	Freestyle Skiing	25	186	84	Freestyle Skiing Men's Moguls
9312	Nina Bednarik	F	Slovenia	SLO	Freestyle Skiing	27	160	61	Freestyle Skiing Women's Moguls
8724	Veronika Elisabeth Bauer	F	Canada	CAN	Freestyle Skiing	30	165	62	Freestyle Skiing Women's Aerials
8032	Davey Barr	M	Canada	CAN	Freestyle Skiing	32	178	84	Freestyle Skiing Men's Ski Cross
7930	Dmitry Vladimirovich Barmashov	M	Kazakhstan	KAZ	Freestyle Skiing	24	178	78	Freestyle Skiing Men's Moguls
6841	Shannon Deanne Bahrke	F	United States	USA	Freestyle Skiing	29	162	55	Freestyle Skiing Women's Moguls
6840	Scotty Bahrke	M	United States	USA	Freestyle Skiing	24	173	66	Freestyle Skiing Men's Aerials
4845	Zhibek Dzhumalillovna Arapbayeva	F	Kazakhstan	KAZ	Freestyle Skiing	18	160	58	Freestyle Skiing Women's Aerials
1501	Sarah Catherine Ainsworth	F	Great Britain	GBR	Freestyle Skiing	24	170	61	Freestyle Skiing Women's Aerials
534	Oleksandr Volodymyrovych Abramenko	M	Ukraine	UKR	Freestyle Skiing	21	180	82	Freestyle Skiing Men's Aerials
452	Enver Nazymovych Ablaiev	M	Ukraine	UKR	Freestyle Skiing	30	169	68	Freestyle Skiing Men's Aerials
135365	Mats Andr Zuccarello-Aasen	M	Norway	NOR	Ice Hockey	22	171	74	Ice Hockey Men's Ice Hockey
135216	Sabrina Zollinger	F	Switzerland	SUI	Ice Hockey	16	162	65	Ice Hockey Women's Ice Hockey
135083	Sergey Olegovich Zinovyev	M	Russia	RUS	Ice Hockey	29	178	81	Ice Hockey Men's Ice Hockey
134924	Marek idlick	M	Czech Republic	CZE	Ice Hockey	33	180	85	Ice Hockey Men's Ice Hockey
134546	Zhang Shuang	F	China	CHN	Ice Hockey	22	162	58	Ice Hockey Women's Ice Hockey
134424	Zhang Ben	F	China	CHN	Ice Hockey	24	170	61	Ice Hockey Women's Ice Hockey
134391	Carl Henrik Zetterberg	M	Sweden	SWE	Ice Hockey	29	183	86	Ice Hockey Men's Ice Hockey
134219	Richard Zednk	M	Slovakia	SVK	Ice Hockey	34	186	87	Ice Hockey Men's Ice Hockey
134085	Jinelle Lynn Zaugg-Siergiej	F	United States	USA	Ice Hockey	23	183	80	Ice Hockey Women's Ice Hockey
134032	Danis Zinnurovich Zaripov	M	Russia	RUS	Ice Hockey	28	185	84	Ice Hockey Men's Ice Hockey
133778	Konstantin Mikhaylovich Zakharov	M	Belarus	BLR	Ice Hockey	24	186	93	Ice Hockey Men's Ice Hockey
133639	Sergey Aleksandrovich Zadelenov	M	Belarus	BLR	Ice Hockey	33	178	88	Ice Hockey Men's Ice Hockey
133289	Yu Baiwei	F	China	CHN	Ice Hockey	21	166	68	Ice Hockey Women's Ice Hockey
133023	Martin Laumann Ylven	M	Norway	NOR	Ice Hockey	21	190	92	Ice Hockey Men's Ice Hockey
131970	Stefanie Wyss	F	Switzerland	SUI	Ice Hockey	24	164	62	Ice Hockey Women's Ice Hockey
131319	Michael Wolf	M	Germany	GER	Ice Hockey	29	177	80	Ice Hockey Men's Ice Hockey
130938	Pernilla Margareta Stephanie Winberg	F	Sweden	SWE	Ice Hockey	20	165	63	Ice Hockey Women's Ice Hockey
130148	Hayley Marie Wickenheiser	F	Canada	CAN	Ice Hockey	31	178	77	Ice Hockey Women's Ice Hockey
130146	Roman Wick	M	Switzerland	SUI	Ice Hockey	24	188	94	Ice Hockey Men's Ice Hockey
130083	Ryan Whitney	M	United States	USA	Ice Hockey	26	193	100	Ice Hockey Men's Ice Hockey
129380	Mattias John Erich Weinhandl	M	Sweden	SWE	Ice Hockey	29	182	88	Ice Hockey Men's Ice Hockey
129351	Kerry Pauline Weiland	F	United States	USA	Ice Hockey	29	163	62	Ice Hockey Women's Ice Hockey
129163	Yannick Weber	M	Switzerland	SUI	Ice Hockey	21	180	90	Ice Hockey Men's Ice Hockey
129157	Shea Michael Weber	M	Canada	CAN	Ice Hockey	24	193	104	Ice Hockey Men's Ice Hockey
128709	Catherine Ward	F	Canada	CAN	Ice Hockey	22	168	67	Ice Hockey Women's Ice Hockey
128516	Wang Linuo	F	China	CHN	Ice Hockey	30	160	57	Ice Hockey Women's Ice Hockey
127575	Marjo Hannele Voutilainen	F	Finland	FIN	Ice Hockey	28	168	70	Ice Hockey Women's Ice Hockey
127338	Patrick von Gunten	M	Switzerland	SUI	Ice Hockey	25	180	83	Ice Hockey Men's Ice Hockey
127153	Anton Alekseyevich Volchenkov	M	Russia	RUS	Ice Hockey	27	185	102	Ice Hockey Men's Ice Hockey
127143	Tom Vokoun	M	Czech Republic	CZE	Ice Hockey	33	183	88	Ice Hockey Men's Ice Hockey
126838	ubomr Viovsk	M	Slovakia	SVK	Ice Hockey	33	177	85	Ice Hockey Men's Ice Hockey
126505	Tore Vikingstad	M	Norway	NOR	Ice Hockey	34	191	93	Ice Hockey Men's Ice Hockey
126240	Jessica Ann "Jessie" Vetter	F	United States	USA	Ice Hockey	24	173	70	Ice Hockey Women's Ice Hockey
125774	Martina Velikov	F	Slovakia	SVK	Ice Hockey	20	163	55	Ice Hockey Women's Ice Hockey
125427	Herberts Vasijevs	M	Latvia	LAT	Ice Hockey	33	181	80	Ice Hockey Men's Ice Hockey
125385	Josef Vaek	M	Czech Republic	CZE	Ice Hockey	29	197	90	Ice Hockey Men's Ice Hockey
123999	Linda Vlimki	F	Finland	FIN	Ice Hockey	19	166	70	Ice Hockey Women's Ice Hockey
123794	Sarah Marie Vaillancourt	F	Canada	CAN	Ice Hockey	24	168	63	Ice Hockey Women's Ice Hockey
123755	Aleksandra Aleksandrovna Vafina	F	Russia	RUS	Ice Hockey	19	165	58	Ice Hockey Women's Ice Hockey
123150	Aleksey Mikhaylovich Ugarov	M	Belarus	BLR	Ice Hockey	25	179	80	Ice Hockey Men's Ice Hockey
123081	Erica Elisabeth Udn-Johansson	F	Sweden	SWE	Ice Hockey	20	171	72	Ice Hockey Women's Ice Hockey
123002	Fyodor Anatolyevich Tyutin	M	Russia	RUS	Ice Hockey	26	188	95	Ice Hockey Men's Ice Hockey
122650	Saara Elisa Tuominen	F	Finland	FIN	Ice Hockey	24	169	65	Ice Hockey Women's Ice Hockey
